flow_duration,flow_packet_count,flow_bytes,flow_syn_ratio,flow_ack_ratio,flow_rst_ratio,flow_fin_ratio,flow_size_mean,flow_size_var,flow_interval_mean,flow_interval_var,host_port_entropy,host_dst_entropy,host_dst_diversity,host_syn_ratio,host_failed_flow_ratio,host_packet_rate,host_interval_mean,host_interval_var,host_packet_size_var,src_ip,dst_ip,src_port,dst_port,proto,timestamp,label,pcap_filename
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,1.0,1.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50006,26,6,1785337799.888042,1,tcp_syn_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,1.0,1.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50007,27,6,1785337800.388042,1,tcp_syn_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,1.0,1.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50008,28,6,1785337800.888042,1,tcp_syn_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,1.0,1.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50009,29,6,1785337801.388042,1,tcp_syn_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50000,20,6,1785338096.888042,1,tcp_fin_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785338096.888042,0,tcp_fin_scan.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,-0.0,-0.0,1.0,0.5,0.0,10.000009536752259,0.19999980926513672,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785338096.988042,0,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50001,21,6,1785338097.388042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50002,22,6,1785338097.888042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50003,23,6,1785338098.388042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50004,24,6,1785338098.888042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50005,25,6,1785338099.388042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50006,26,6,1785338099.888042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50007,27,6,1785338100.388042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50008,28,6,1785338100.888042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50009,29,6,1785338101.388042,1,tcp_fin_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50000,20,6,1785338396.888042,1,tcp_null_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785338396.888042,0,tcp_null_scan.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,-0.0,-0.0,1.0,0.5,0.0,10.000009536752259,0.19999980926513672,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785338396.988042,0,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50001,21,6,1785338397.388042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50002,22,6,1785338397.888042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50003,23,6,1785338398.388042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50004,24,6,1785338398.888042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50005,25,6,1785338399.388042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50006,26,6,1785338399.888042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50007,27,6,1785338400.388042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50008,28,6,1785338400.888042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50009,29,6,1785338401.388042,1,tcp_null_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50000,20,6,1785338696.888042,1,tcp_xmas_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785338696.888042,0,tcp_xmas_scan.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,-0.0,-0.0,1.0,0.5,0.0,10.000009536752259,0.19999980926513672,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785338696.988042,0,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50001,21,6,1785338697.388042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50002,22,6,1785338697.888042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50003,23,6,1785338698.388042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50004,24,6,1785338698.888042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50005,25,6,1785338699.388042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50006,26,6,1785338699.888042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50007,27,6,1785338700.388042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50008,28,6,1785338700.888042,1,tcp_xmas_scan.pcap
0.0,1,20,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50009,29,6,1785338701.388042,1,tcp_xmas_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50000,20,17,1785338996.888042,1,udp_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785338996.888042,0,udp_scan.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,-0.0,-0.0,1.0,0.5,0.0,10.000009536752259,0.19999980926513672,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785338996.988042,0,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50001,21,17,1785338997.388042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50002,22,17,1785338997.888042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50003,23,17,1785338998.388042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50004,24,17,1785338998.888042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50005,25,17,1785338999.388042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50006,26,17,1785338999.888042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50007,27,17,1785339000.388042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50008,28,17,1785339000.888042,1,udp_scan.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.321928094887362,-0.0,1.0,0.0,0.0,2.2222222222222223,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50009,29,17,1785339001.388042,1,udp_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785339296.888042,0,subnet_sweep.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,-0.0,-0.0,1.0,0.5,0.0,10.000009536752259,0.19999980926513672,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785339296.988042,0,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.1,0,0,1,1785339297.088042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.2,0,0,1,1785339297.288042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.3,0,0,1,1785339297.488042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.4,0,0,1,1785339297.688042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.5,0,0,1,1785339297.888042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.6,0,0,1,1785339298.088042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.7,0,0,1,1785339298.288042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.8,0,0,1,1785339298.488042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.9,0,0,1,1785339298.688042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.10,0,0,1,1785339298.888042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.11,0,0,1,1785339299.088042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.12,0,0,1,1785339299.288042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.13,0,0,1,1785339299.488042,1,subnet_sweep.pcap
0.0,1,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.8073549220576055,14.0,0.0,0.0,5.384615582121907,0.19999999266404372,1.0090547726770653e-14,0.0,10.0.0.50,192.168.1.14,0,0,1,1785339299.688042,1,subnet_sweep.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50000,20,6,1785339596.888042,1,slow_rate_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785339596.888042,0,slow_rate_scan.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785339596.988042,0,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50001,21,6,1785339631.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50002,22,6,1785339666.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50003,23,6,1785339701.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50004,24,6,1785339736.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50005,25,6,1785339771.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50006,26,6,1785339806.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50007,27,6,1785339841.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50008,28,6,1785339876.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,10.0.0.50,192.168.1.100,50009,29,6,1785339911.888042,1,slow_rate_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50000,20,6,1785339896.888042,1,distributed_scan.pcap
0.0,1,41,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,192.168.1.5,8.8.8.8,54321,53,17,1785339896.888042,0,distributed_scan.pcap
0.19999980926513672,3,60,0.6666666666666666,0.6666666666666666,0.0,0.0,20.0,0.0,0.09999990463256836,0.0,-0.0,-0.0,1.0,0.5,0.0,10.000009536752259,0.19999980926513672,0.0,0.0,192.168.1.6,192.168.1.100,49152,80,6,1785339896.988042,0,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50001,21,6,1785339897.388042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50002,22,6,1785339897.888042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50003,23,6,1785339898.388042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.50,192.168.1.100,50004,24,6,1785339898.888042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.51,192.168.1.100,50000,25,6,1785339898.888042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.51,192.168.1.100,50001,26,6,1785339899.388042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.51,192.168.1.100,50002,27,6,1785339899.888042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.51,192.168.1.100,50003,28,6,1785339900.388042,1,distributed_scan.pcap
0.0,1,20,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.321928094887362,-0.0,1.0,1.0,1.0,2.5,0.5,0.0,0.0,10.0.0.51,192.168.1.100,50004,29,6,1785339900.888042,1,distributed_scan.pcap
